timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-04T10:40:49,InicialTesting,2ef8e3f7-a80a-4b46-984c-a0b0dd3a0802,67.9823386669159,0.0003038602322945,4.469693721237712e-06,42.5,0.0,5.884534835815431,0.0008025692759288,0,0.0001109883596782,0.0009135576356071,Chile,CHL,santiago metropolitan,,,Windows-10-10.0.22631-SP0,3.11.9,2.4.2,12,13th Gen Intel(R) Core(TM) i7-1355U,,,-70.6536,-33.4521,15.692092895507812,machine,N,1.0
2025-06-04T11:47:22,InicialTesting,43e3a059-02a4-4063-8664-97c7eeb6696d,592.7130663394928,0.0026494076999726,4.469966751931038e-06,42.5,0.0,5.884534835815431,0.0069973070331745,0,0.0009681533229539,0.0079654603561285,Chile,CHL,santiago metropolitan,,,Windows-10-10.0.22631-SP0,3.11.9,2.4.2,12,13th Gen Intel(R) Core(TM) i7-1355U,,,-70.6536,-33.4521,15.692092895507812,machine,N,1.0
2025-06-04T12:06:06,InicialTesting,77ad0024-c389-45d4-9b9b-e0a4c032f0fb,592.9059932231903,0.0026503675289913592,4.470131115698925e-06,42.5,0.0,5.884534835815431,0.0069995846422182175,0,0.0009687614456900929,0.00796834608790831,Chile,CHL,santiago metropolitan,,,Windows-10-10.0.22631-SP0,3.11.9,2.4.2,12,13th Gen Intel(R) Core(TM) i7-1355U,,,-70.6536,-33.4521,15.692092895507812,machine,N,1.0
